job_name,target,predicate,iptm,ptm,ranking_score,created_utc
of3_holo_DNM1L_e8b4ba2f,DNM1L,af3_holo_iptm,0.794,0.445,,2026-08-16
of3_holo_DNM1L_3116662b,DNM1L,af3_holo_iptm,0.794,0.454,,2026-08-15
of3_holo_DNM1L_c5b04874,DNM1L,af3_holo_iptm,0.793,0.465,,2026-08-16
of3_holo_DNM1L_4f7db3d0,DNM1L,af3_holo_iptm,0.793,0.451,,2026-08-13
of3_holo_DNM1L_b9f06038,DNM1L,af3_holo_iptm,0.792,0.474,,2026-08-14
of3_holo_KEAP1_8df7b267,KEAP1,af3_holo_iptm,0.792,0.500,,2026-08-01
of3_holo_KEAP1_37068232,KEAP1,af3_holo_iptm,0.792,0.502,,2026-08-02
of3_holo_DNM1L_7d67272d,DNM1L,af3_holo_iptm,0.791,0.501,,2026-08-12
of3_holo_DNM1L_92fbf441,DNM1L,af3_holo_iptm,0.791,0.446,,2026-08-12
of3_holo_DNM1L_768a7bbc,DNM1L,af3_holo_iptm,0.791,0.500,,2026-08-11
of3_holo_DNM1L_b9f59fe3,DNM1L,af3_holo_iptm,0.791,0.461,,2026-08-15
of3_holo_DNM1L_8b5b89cc,DNM1L,af3_holo_iptm,0.791,0.452,,2026-08-11
of3_holo_DNM1L_b601df56,DNM1L,af3_holo_iptm,0.790,0.496,,2026-08-16
of3_holo_DNM1L_361c1228,DNM1L,af3_holo_iptm,0.790,0.455,,2026-08-15
prkaa2_x_prkab2,"",af3_iptm,0.790,0.590,1.020,2026-06-29
26_mapk11_x_mef2c,"",af3_iptm,0.790,0.480,0.960,2026-06-10
65_mapk11_x_mef2a,"",af3_iptm,0.790,0.460,0.990,2026-06-12
tp73_od_tetramer_s42,"",af3_iptm,0.790,0.800,1.240,2026-08-13
hk1_1_917_adp,HK1,af3_iptm,0.790,0.790,0.800,2026-08-05
05_mapk14_x_mknk1,"",af3_iptm,0.790,0.510,0.810,2026-06-05
65_mapk11_x_mef2a,"",af3_iptm,0.790,0.460,0.990,2026-06-14
15_mapk3_x_elk1,"",af3_iptm,0.790,0.510,0.960,2026-06-05
nmj_gfra1_ret,"",af3_iptm,0.790,0.760,0.790,2026-06-29
16_mapk14_x_mef2a,"",af3_iptm,0.790,0.460,0.990,2026-06-10
of3_holo_DNM1L_497881ee,DNM1L,af3_holo_iptm,0.790,0.468,,2026-08-12
of3_holo_DNM1L_ef6400b1,DNM1L,af3_holo_iptm,0.789,0.461,,2026-08-11
of3_holo_DNM1L_dec23397,DNM1L,af3_holo_iptm,0.789,0.466,,2026-08-16
of3_holo_KEAP1_ee9d5739,KEAP1,af3_holo_iptm,0.788,0.494,,2026-08-02
of3_holo_DNM1L_f6f72759,DNM1L,af3_holo_iptm,0.788,0.450,,2026-08-12
of3_holo_DNM1L_8309b3ec,DNM1L,af3_holo_iptm,0.788,0.484,,2026-08-15
of3_holo_DNM1L_002c1375,DNM1L,af3_holo_iptm,0.787,0.467,,2026-08-11
of3_holo_DNM1L_22658867,DNM1L,af3_holo_iptm,0.787,0.449,,2026-08-15
of3_holo_DNM1L_7d56623c,DNM1L,af3_holo_iptm,0.787,0.456,,2026-08-15
of3_holo_DNM1L_9c3ddcba,DNM1L,af3_holo_iptm,0.787,0.449,,2026-08-12
of3_holo_DNM1L_f5e6e11f,DNM1L,af3_holo_iptm,0.786,0.452,,2026-08-16
of3_holo_DNM1L_5e366d14,DNM1L,af3_holo_iptm,0.786,0.465,,2026-08-11
of3_holo_DNM1L_ee2e000f,DNM1L,af3_holo_iptm,0.786,0.454,,2026-08-14
of3_holo_DNM1L_eb1dc796,DNM1L,af3_holo_iptm,0.786,0.468,,2026-08-13
of3_holo_DNM1L_049ad74e,DNM1L,af3_holo_iptm,0.786,0.439,,2026-08-13
of3_holo_DNM1L_c97be1a4,DNM1L,af3_holo_iptm,0.786,0.465,,2026-08-15
of3_holo_DNM1L_f6d929cf,DNM1L,af3_holo_iptm,0.786,0.440,,2026-08-11
of3_holo_DNM1L_e4d46b1c,DNM1L,af3_holo_iptm,0.785,0.467,,2026-08-12
of3_holo_DNM1L_1926ad07,DNM1L,af3_holo_iptm,0.785,0.460,,2026-08-16
of3_holo_DNM1L_d5b1ef18,DNM1L,af3_holo_iptm,0.785,0.466,,2026-08-13
of3_holo_DNM1L_61d816a6,DNM1L,af3_holo_iptm,0.785,0.445,,2026-08-12
of3_holo_DNM1L_51b05ead,DNM1L,af3_holo_iptm,0.785,0.465,,2026-08-12
of3_holo_DNM1L_0fcc7004,DNM1L,af3_holo_iptm,0.785,0.473,,2026-08-12
of3_holo_DNM1L_857a1c1e,DNM1L,af3_holo_iptm,0.784,0.471,,2026-08-12
of3_holo_DNM1L_eb427608,DNM1L,af3_holo_iptm,0.784,0.457,,2026-08-13
of3_holo_DNM1L_963955fb,DNM1L,af3_holo_iptm,0.783,0.446,,2026-08-11
of3_holo_DNM1L_93114508,DNM1L,af3_holo_iptm,0.783,0.474,,2026-08-15
of3_holo_DNM1L_dc83ef20,DNM1L,af3_holo_iptm,0.782,0.469,,2026-08-14
of3_holo_DNM1L_99382c99,DNM1L,af3_holo_iptm,0.782,0.446,,2026-08-12
of3_holo_KEAP1_6d715810,KEAP1,af3_holo_iptm,0.782,0.492,,2026-07-29
of3_holo_DNM1L_9aa570b8,DNM1L,af3_holo_iptm,0.782,0.443,,2026-08-12
of3_holo_DNM1L_028f210c,DNM1L,af3_holo_iptm,0.782,0.470,,2026-08-16
of3_holo_DNM1L_7eab29cd,DNM1L,af3_holo_iptm,0.782,0.474,,2026-08-12
of3_holo_DNM1L_415b51bd,DNM1L,af3_holo_iptm,0.782,0.439,,2026-08-13
of3_holo_DNM1L_1c29ae4d,DNM1L,af3_holo_iptm,0.782,0.462,,2026-08-13
of3_holo_DNM1L_b81516e6,DNM1L,af3_holo_iptm,0.782,0.467,,2026-08-12
of3_holo_DNM1L_a125ca9a,DNM1L,af3_holo_iptm,0.782,0.482,,2026-08-14
of3_holo_DNM1L_c829385f,DNM1L,af3_holo_iptm,0.782,0.476,,2026-08-12
of3_holo_DNM1L_964333e2,DNM1L,af3_holo_iptm,0.782,0.452,,2026-08-14
of3_holo_DNM1L_fb0c37be,DNM1L,af3_holo_iptm,0.781,0.468,,2026-08-12
of3_holo_DNM1L_06cf8852,DNM1L,af3_holo_iptm,0.781,0.464,,2026-08-12
of3_holo_DNM1L_3b0eb349,DNM1L,af3_holo_iptm,0.781,0.473,,2026-08-12
of3_holo_DNM1L_6cbaffd3,DNM1L,af3_holo_iptm,0.781,0.484,,2026-08-15
of3_holo_DNM1L_eae50eb4,DNM1L,af3_holo_iptm,0.781,0.458,,2026-08-12
of3_holo_DNM1L_1d2e2fea,DNM1L,af3_holo_iptm,0.781,0.462,,2026-08-15
of3_holo_DNM1L_a1ebc5e9,DNM1L,af3_holo_iptm,0.781,0.460,,2026-08-11
of3_holo_DNM1L_57c4853b,DNM1L,af3_holo_iptm,0.780,0.484,,2026-08-11
of3_holo_DNM1L_1967166d,DNM1L,af3_holo_iptm,0.780,0.441,,2026-08-12
of3_holo_DNM1L_0df6f299,DNM1L,af3_holo_iptm,0.780,0.479,,2026-08-11
of3_holo_DNM1L_bb467c23,DNM1L,af3_holo_iptm,0.780,0.430,,2026-08-16
of3_holo_DNM1L_e21a3a9b,DNM1L,af3_holo_iptm,0.780,0.417,,2026-08-12
of3_holo_DNM1L_dea592bd,DNM1L,af3_holo_iptm,0.780,0.443,,2026-08-12
of3_holo_DNM1L_d63960ce,DNM1L,af3_holo_iptm,0.780,0.477,,2026-08-15
of3_holo_DNM1L_4223fb6d,DNM1L,af3_holo_iptm,0.780,0.450,,2026-08-15
a_x_b_125530cf,"",af3_iptm,0.780,0.820,0.800,2026-07-30
07_mapk14_x_mknk2,"",af3_iptm,0.780,0.500,0.810,2026-06-08
mapk14_x_dusp16,"",af3_iptm,0.780,0.690,0.890,2026-06-30
05_mapk14_x_mef2c,"",af3_iptm,0.780,0.470,0.960,2026-06-12
07_mapk14_x_mknk2,"",af3_iptm,0.780,0.500,0.810,2026-06-10
05_mapk14_x_mef2c,"",af3_iptm,0.780,0.470,0.960,2026-06-10
06_mapk14_x_rps6ka5,"",af3_iptm,0.780,0.430,0.750,2026-06-14
gfra1_x_ret,"",af3_iptm,0.780,0.800,0.790,2026-07-03
05_mapk14_x_mef2c,"",af3_iptm,0.780,0.470,0.960,2026-06-08
33_keap1_315_624_x_sqstm1,"",af3_iptm,0.780,0.490,0.890,2026-06-05
keap1_315_624_pgam5_1_100,"",af3_iptm,0.780,0.760,0.910,2026-08-01
20_raf1_320_648_x_map2k1,"",af3_iptm,0.780,0.780,0.860,2026-06-08
binder7141_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.780,0.860,0.800,2026-07-21
binder8290_keap1_x_keap1_kelch_321_609,"",af3_iptm,0.780,0.870,0.790,2026-07-20
mapk14_x_dusp10,"",af3_iptm,0.780,0.820,0.820,2026-06-30
of3_holo_DNM1L_e14f7dc0,DNM1L,af3_holo_iptm,0.780,0.456,,2026-08-12
of3_holo_DNM1L_7c756dd7,DNM1L,af3_holo_iptm,0.780,0.467,,2026-08-12
of3_holo_DNM1L_98a677a0,DNM1L,af3_holo_iptm,0.780,0.457,,2026-08-15
of3_holo_DNM1L_2118b306,DNM1L,af3_holo_iptm,0.779,0.449,,2026-08-11
of3_holo_DNM1L_8b6b9bc2,DNM1L,af3_holo_iptm,0.779,0.463,,2026-08-16
of3_holo_DNM1L_15ebb59d,DNM1L,af3_holo_iptm,0.779,0.478,,2026-08-15
of3_holo_DNM1L_d6894e91,DNM1L,af3_holo_iptm,0.779,0.473,,2026-08-13
of3_holo_DNM1L_b8c115ec,DNM1L,af3_holo_iptm,0.779,0.434,,2026-08-15
of3_holo_DNM1L_1ac7fbaa,DNM1L,af3_holo_iptm,0.779,0.443,,2026-08-12
of3_holo_DNM1L_ce7f03de,DNM1L,af3_holo_iptm,0.779,0.468,,2026-08-11
of3_holo_DNM1L_d36eb9d1,DNM1L,af3_holo_iptm,0.779,0.464,,2026-08-14
of3_holo_DNM1L_be717e6b,DNM1L,af3_holo_iptm,0.779,0.479,,2026-08-12
of3_holo_DNM1L_07bd7221,DNM1L,af3_holo_iptm,0.778,0.460,,2026-08-15
of3_holo_DNM1L_5299f669,DNM1L,af3_holo_iptm,0.778,0.450,,2026-08-12
of3_holo_DNM1L_da9a20a7,DNM1L,af3_holo_iptm,0.778,0.451,,2026-08-11
of3_holo_DNM1L_b823960f,DNM1L,af3_holo_iptm,0.778,0.479,,2026-08-15
of3_holo_DNM1L_0c77b805,DNM1L,af3_holo_iptm,0.778,0.481,,2026-08-13
of3_holo_DNM1L_c0c7d5bb,DNM1L,af3_holo_iptm,0.778,0.467,,2026-08-12
of3_holo_DNM1L_5cfd8c1d,DNM1L,af3_holo_iptm,0.778,0.448,,2026-08-12
of3_holo_DNM1L_23247dd8,DNM1L,af3_holo_iptm,0.778,0.459,,2026-08-15
of3_holo_DNM1L_1f9ecb5a,DNM1L,af3_holo_iptm,0.778,0.463,,2026-08-16
of3_holo_DNM1L_9f3458f8,DNM1L,af3_holo_iptm,0.777,0.444,,2026-08-12
of3_holo_DNM1L_dfc714d7,DNM1L,af3_holo_iptm,0.777,0.431,,2026-08-14
of3_holo_DNM1L_4f182c1a,DNM1L,af3_holo_iptm,0.777,0.445,,2026-08-12
of3_holo_DNM1L_12a39b9e,DNM1L,af3_holo_iptm,0.777,0.475,,2026-08-16
of3_holo_DNM1L_f43029b3,DNM1L,af3_holo_iptm,0.777,0.484,,2026-08-12
of3_holo_DNM1L_33908eb3,DNM1L,af3_holo_iptm,0.777,0.425,,2026-08-12
of3_holo_DNM1L_66259b11,DNM1L,af3_holo_iptm,0.777,0.472,,2026-08-11
of3_holo_DNM1L_14687f7e,DNM1L,af3_holo_iptm,0.777,0.455,,2026-08-12
of3_holo_DNM1L_77669051,DNM1L,af3_holo_iptm,0.777,0.482,,2026-08-15
of3_holo_DNM1L_06449c7c,DNM1L,af3_holo_iptm,0.776,0.466,,2026-08-12
of3_holo_DNM1L_8b2eefef,DNM1L,af3_holo_iptm,0.776,0.438,,2026-08-12
of3_holo_DNM1L_b5110b3e,DNM1L,af3_holo_iptm,0.776,0.469,,2026-08-16
of3_holo_DNM1L_dc1bfb38,DNM1L,af3_holo_iptm,0.776,0.497,,2026-08-16
of3_holo_DNM1L_b5f03e2d,DNM1L,af3_holo_iptm,0.776,0.470,,2026-08-11
of3_holo_DNM1L_f4a9835c,DNM1L,af3_holo_iptm,0.776,0.441,,2026-08-12
of3_holo_DNM1L_5d3f006f,DNM1L,af3_holo_iptm,0.776,0.447,,2026-08-16
of3_holo_DNM1L_caa205d6,DNM1L,af3_holo_iptm,0.776,0.453,,2026-08-16
of3_holo_DNM1L_8d85c25b,DNM1L,af3_holo_iptm,0.775,0.432,,2026-08-11
of3_holo_DNM1L_793ae0a1,DNM1L,af3_holo_iptm,0.775,0.481,,2026-08-15
of3_holo_DNM1L_af6a1a3b,DNM1L,af3_holo_iptm,0.775,0.454,,2026-08-12
of3_holo_DNM1L_7b33e813,DNM1L,af3_holo_iptm,0.775,0.475,,2026-08-15
of3_holo_DNM1L_3dfbbef1,DNM1L,af3_holo_iptm,0.775,0.425,,2026-08-11
of3_holo_DNM1L_e7ab9517,DNM1L,af3_holo_iptm,0.775,0.472,,2026-08-16
of3_holo_DNM1L_467aa9cd,DNM1L,af3_holo_iptm,0.775,0.422,,2026-08-15
of3_holo_DNM1L_d109d888,DNM1L,af3_holo_iptm,0.775,0.491,,2026-08-11
of3_holo_DNM1L_ca81181d,DNM1L,af3_holo_iptm,0.775,0.439,,2026-08-12
of3_holo_DNM1L_a0c0b579,DNM1L,af3_holo_iptm,0.775,0.455,,2026-08-12
of3_holo_DNM1L_4130f23b,DNM1L,af3_holo_iptm,0.775,0.451,,2026-08-12
of3_holo_DNM1L_e08090f1,DNM1L,af3_holo_iptm,0.774,0.479,,2026-08-16
of3_holo_KEAP1_b43aedce,KEAP1,af3_holo_iptm,0.774,0.822,,2026-07-29
of3_holo_DNM1L_8463bb58,DNM1L,af3_holo_iptm,0.774,0.462,,2026-08-16
of3_holo_DNM1L_f35e58c4,DNM1L,af3_holo_iptm,0.774,0.445,,2026-08-15
of3_holo_DNM1L_9901954c,DNM1L,af3_holo_iptm,0.774,0.457,,2026-08-15
of3_holo_DNM1L_8176e673,DNM1L,af3_holo_iptm,0.774,0.454,,2026-08-13
of3_holo_DNM1L_16efc995,DNM1L,af3_holo_iptm,0.774,0.442,,2026-08-11
of3_holo_DNM1L_21417dfc,DNM1L,af3_holo_iptm,0.774,0.493,,2026-08-11
of3_holo_DNM1L_bccdad4e,DNM1L,af3_holo_iptm,0.774,0.469,,2026-08-16
of3_holo_DNM1L_2529349b,DNM1L,af3_holo_iptm,0.774,0.477,,2026-08-16
of3_holo_DNM1L_b2348688,DNM1L,af3_holo_iptm,0.774,0.469,,2026-08-16
of3_holo_DNM1L_44a51b42,DNM1L,af3_holo_iptm,0.773,0.444,,2026-08-12
of3_holo_DNM1L_cd754ea8,DNM1L,af3_holo_iptm,0.773,0.444,,2026-08-13
of3_holo_DNM1L_2d709eff,DNM1L,af3_holo_iptm,0.773,0.480,,2026-08-11
of3_holo_DNM1L_ae524a19,DNM1L,af3_holo_iptm,0.773,0.449,,2026-08-11
of3_holo_DNM1L_250f6ef0,DNM1L,af3_holo_iptm,0.773,0.462,,2026-08-16
of3_holo_DNM1L_08eae624,DNM1L,af3_holo_iptm,0.773,0.432,,2026-08-15
of3_holo_DNM1L_cce09de7,DNM1L,af3_holo_iptm,0.773,0.470,,2026-08-15
of3_holo_DNM1L_8ec1967e,DNM1L,af3_holo_iptm,0.773,0.471,,2026-08-12
of3_holo_DNM1L_bd3c163d,DNM1L,af3_holo_iptm,0.773,0.459,,2026-08-16
of3_holo_KEAP1_ccd244eb,KEAP1,af3_holo_iptm,0.773,0.500,,2026-07-29
of3_holo_DNM1L_d75c3f1c,DNM1L,af3_holo_iptm,0.773,0.446,,2026-08-16
of3_holo_DNM1L_70e1aef5,DNM1L,af3_holo_iptm,0.773,0.451,,2026-08-15
of3_holo_DNM1L_9dcaa90c,DNM1L,af3_holo_iptm,0.773,0.450,,2026-08-11
of3_holo_DNM1L_7709e915,DNM1L,af3_holo_iptm,0.773,0.436,,2026-08-12
of3_holo_DNM1L_0b69692d,DNM1L,af3_holo_iptm,0.773,0.478,,2026-08-16
of3_holo_DNM1L_9f9af575,DNM1L,af3_holo_iptm,0.773,0.419,,2026-08-12
of3_holo_DNM1L_1d29e2b0,DNM1L,af3_holo_iptm,0.773,0.498,,2026-08-15
of3_holo_DNM1L_06831308,DNM1L,af3_holo_iptm,0.773,0.452,,2026-08-15
of3_holo_DNM1L_b41e1038,DNM1L,af3_holo_iptm,0.772,0.484,,2026-08-16
of3_holo_DNM1L_7a7917ec,DNM1L,af3_holo_iptm,0.772,0.468,,2026-08-16
of3_holo_DNM1L_f0859b6a,DNM1L,af3_holo_iptm,0.772,0.475,,2026-08-15
of3_holo_DNM1L_7b9b7a3c,DNM1L,af3_holo_iptm,0.772,0.458,,2026-08-13
of3_holo_DNM1L_fd58a6be,DNM1L,af3_holo_iptm,0.772,0.460,,2026-08-13
of3_holo_DNM1L_0bfaae48,DNM1L,af3_holo_iptm,0.772,0.470,,2026-08-15
of3_holo_DNM1L_41f6e9e5,DNM1L,af3_holo_iptm,0.772,0.439,,2026-08-11
of3_holo_DNM1L_af7d2ad7,DNM1L,af3_holo_iptm,0.772,0.459,,2026-08-12
of3_holo_DNM1L_450531ad,DNM1L,af3_holo_iptm,0.772,0.444,,2026-08-12
of3_holo_DNM1L_855c1f36,DNM1L,af3_holo_iptm,0.772,0.429,,2026-08-13
of3_holo_DNM1L_183e993a,DNM1L,af3_holo_iptm,0.772,0.466,,2026-08-12
of3_holo_DNM1L_9f0d944c,DNM1L,af3_holo_iptm,0.772,0.461,,2026-08-14
of3_holo_DNM1L_d8b05c6f,DNM1L,af3_holo_iptm,0.772,0.479,,2026-08-14
of3_holo_DNM1L_20d38e7e,DNM1L,af3_holo_iptm,0.772,0.424,,2026-08-12
of3_holo_DNM1L_d0ecc900,DNM1L,af3_holo_iptm,0.772,0.454,,2026-08-16
of3_holo_DNM1L_f7a91683,DNM1L,af3_holo_iptm,0.772,0.483,,2026-08-12
of3_holo_DNM1L_ee64872c,DNM1L,af3_holo_iptm,0.772,0.452,,2026-08-12
of3_holo_KEAP1_936b6bab,KEAP1,af3_holo_iptm,0.771,0.501,,2026-07-29
of3_holo_DNM1L_6028b792,DNM1L,af3_holo_iptm,0.771,0.423,,2026-08-16
of3_holo_DNM1L_fd9d3b1a,DNM1L,af3_holo_iptm,0.771,0.446,,2026-08-15
of3_holo_DNM1L_31a7371c,DNM1L,af3_holo_iptm,0.771,0.459,,2026-08-16
of3_holo_DNM1L_428800aa,DNM1L,af3_holo_iptm,0.771,0.464,,2026-08-11
of3_holo_DNM1L_bad7b3a8,DNM1L,af3_holo_iptm,0.771,0.472,,2026-08-15
of3_holo_DNM1L_ee8fe348,DNM1L,af3_holo_iptm,0.771,0.462,,2026-08-12
of3_holo_DNM1L_a1896270,DNM1L,af3_holo_iptm,0.771,0.438,,2026-08-12
of3_holo_DNM1L_ad039d1b,DNM1L,af3_holo_iptm,0.771,0.493,,2026-08-11
of3_holo_DNM1L_3e784b8c,DNM1L,af3_holo_iptm,0.770,0.495,,2026-08-16
of3_holo_DNM1L_6747f20f,DNM1L,af3_holo_iptm,0.770,0.424,,2026-08-15
of3_holo_DNM1L_311771ee,DNM1L,af3_holo_iptm,0.770,0.480,,2026-08-11
of3_holo_DNM1L_2aedfc89,DNM1L,af3_holo_iptm,0.770,0.465,,2026-08-11
of3_holo_DNM1L_4289d172,DNM1L,af3_holo_iptm,0.770,0.478,,2026-08-16
tp73_od_tetramer_s7_2,"",af3_iptm,0.770,0.780,1.270,2026-08-13
21_mapk14_x_mapt,"",af3_iptm,0.770,0.410,1.040,2026-06-12
mapk14_x_mknk2_v2,"",af3_iptm,0.770,0.530,0.790,2026-06-30
mtor_1751_2001_x_mtor_2001_2251,"",af3_iptm,0.770,0.740,0.810,2026-07-28
21_mapk14_x_mapt,"",af3_iptm,0.770,0.410,1.040,2026-06-08
binder7141_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.770,0.860,0.790,2026-07-20
hk1_1_917_atp,HK1,af3_iptm,0.770,0.770,0.780,2026-08-05
hk1_ndom_1_450_atp,HK1,af3_iptm,0.770,0.820,0.790,2026-08-05
33_hdac2_x_mta2,"",af3_iptm,0.770,0.680,0.910,2026-06-08
tp73_od_tetramer_s7,"",af3_iptm,0.770,0.780,1.270,2026-08-13
gfra2_x_ret,"",af3_iptm,0.770,0.800,0.800,2026-07-03
agrn_lg3z19_x_lrp4_bp3,"",af3_iptm,0.770,0.810,0.800,2026-08-10
17_mapk1_x_mknk1,"",af3_iptm,0.770,0.520,0.800,2026-06-05
21_mapk14_x_mapt,"",af3_iptm,0.770,0.410,1.040,2026-06-10
hdac6_cd2_x_ripk3,"",af3_iptm,0.770,0.650,0.870,2026-05-29
sarm1_1_724_nad,SARM1,af3_iptm,0.770,0.790,0.830,2026-07-31
of3_holo_DNM1L_1a630523,DNM1L,af3_holo_iptm,0.770,0.421,,2026-08-16
of3_holo_DNM1L_f239a15c,DNM1L,af3_holo_iptm,0.770,0.418,,2026-08-12
of3_holo_DNM1L_0922be8d,DNM1L,af3_holo_iptm,0.770,0.447,,2026-08-15
of3_holo_DNM1L_54e5fd33,DNM1L,af3_holo_iptm,0.770,0.469,,2026-08-11
of3_holo_DNM1L_4c9e7f0f,DNM1L,af3_holo_iptm,0.769,0.417,,2026-08-12
of3_holo_DNM1L_40890283,DNM1L,af3_holo_iptm,0.769,0.478,,2026-08-15
of3_holo_DNM1L_9508f5d2,DNM1L,af3_holo_iptm,0.769,0.476,,2026-08-13
of3_holo_DNM1L_8e52345c,DNM1L,af3_holo_iptm,0.769,0.458,,2026-08-11
of3_holo_DNM1L_9d405172,DNM1L,af3_holo_iptm,0.769,0.480,,2026-08-14
of3_holo_DNM1L_c4ee5c32,DNM1L,af3_holo_iptm,0.769,0.446,,2026-08-15
of3_holo_DNM1L_66307917,DNM1L,af3_holo_iptm,0.769,0.446,,2026-08-11
of3_holo_DNM1L_560a1b1a,DNM1L,af3_holo_iptm,0.769,0.452,,2026-08-12
of3_holo_DNM1L_a82fc3bb,DNM1L,af3_holo_iptm,0.769,0.439,,2026-08-15
of3_holo_DNM1L_7a00dbd4,DNM1L,af3_holo_iptm,0.769,0.477,,2026-08-15
of3_holo_DNM1L_f7fd4578,DNM1L,af3_holo_iptm,0.769,0.447,,2026-08-11
of3_holo_DNM1L_ebb82c8d,DNM1L,af3_holo_iptm,0.769,0.451,,2026-08-11
of3_holo_DNM1L_b1e12daf,DNM1L,af3_holo_iptm,0.768,0.457,,2026-08-14
of3_holo_DNM1L_d9880c1e,DNM1L,af3_holo_iptm,0.768,0.443,,2026-08-12
of3_holo_DNM1L_c1a319c2,DNM1L,af3_holo_iptm,0.768,0.436,,2026-08-16
of3_holo_DNM1L_04ce71a1,DNM1L,af3_holo_iptm,0.768,0.447,,2026-08-11
of3_holo_DNM1L_da9846b6,DNM1L,af3_holo_iptm,0.768,0.441,,2026-08-16
of3_holo_DNM1L_524250b1,DNM1L,af3_holo_iptm,0.768,0.447,,2026-08-12
of3_holo_KEAP1_8179255e,KEAP1,af3_holo_iptm,0.768,0.486,,2026-07-29
of3_holo_DNM1L_4d0e4113,DNM1L,af3_holo_iptm,0.768,0.450,,2026-08-16
of3_holo_DNM1L_04882749,DNM1L,af3_holo_iptm,0.768,0.431,,2026-08-15
of3_holo_DNM1L_cb25e8e0,DNM1L,af3_holo_iptm,0.768,0.473,,2026-08-14
of3_holo_DNM1L_00017686,DNM1L,af3_holo_iptm,0.768,0.426,,2026-08-13
of3_holo_DNM1L_f9d6633e,DNM1L,af3_holo_iptm,0.768,0.409,,2026-08-16
of3_holo_DNM1L_ba9286c4,DNM1L,af3_holo_iptm,0.768,0.492,,2026-08-16
of3_holo_DNM1L_c0bc6f64,DNM1L,af3_holo_iptm,0.768,0.451,,2026-08-13
of3_holo_DNM1L_03aefba7,DNM1L,af3_holo_iptm,0.768,0.431,,2026-08-11
of3_holo_KEAP1_a211711f,KEAP1,af3_holo_iptm,0.768,0.503,,2026-08-02
of3_holo_DNM1L_6bcf153f,DNM1L,af3_holo_iptm,0.768,0.485,,2026-08-12
of3_holo_DNM1L_1de931cf,DNM1L,af3_holo_iptm,0.767,0.451,,2026-08-12
of3_holo_DNM1L_f4fd77bf,DNM1L,af3_holo_iptm,0.767,0.465,,2026-08-14
of3_holo_DNM1L_f7ba149f,DNM1L,af3_holo_iptm,0.767,0.494,,2026-08-11
of3_holo_DNM1L_65c70063,DNM1L,af3_holo_iptm,0.767,0.468,,2026-08-16
of3_holo_DNM1L_7503afe4,DNM1L,af3_holo_iptm,0.767,0.431,,2026-08-15
of3_holo_DNM1L_48e9999f,DNM1L,af3_holo_iptm,0.767,0.429,,2026-08-12
of3_holo_DNM1L_c01dc4aa,DNM1L,af3_holo_iptm,0.767,0.444,,2026-08-11
of3_holo_DNM1L_1a0bb60a,DNM1L,af3_holo_iptm,0.767,0.463,,2026-08-15
of3_holo_DNM1L_6fbe87db,DNM1L,af3_holo_iptm,0.767,0.454,,2026-08-15
of3_holo_DNM1L_5e94cb33,DNM1L,af3_holo_iptm,0.767,0.462,,2026-08-16
of3_holo_DNM1L_bb9e171b,DNM1L,af3_holo_iptm,0.767,0.441,,2026-08-15
of3_holo_DNM1L_377d04d7,DNM1L,af3_holo_iptm,0.767,0.488,,2026-08-13
of3_holo_DNM1L_2adcb258,DNM1L,af3_holo_iptm,0.767,0.456,,2026-08-16
of3_holo_DNM1L_ee669440,DNM1L,af3_holo_iptm,0.767,0.491,,2026-08-15
of3_holo_DNM1L_944fdd32,DNM1L,af3_holo_iptm,0.766,0.480,,2026-08-12
of3_holo_DNM1L_6d295503,DNM1L,af3_holo_iptm,0.766,0.440,,2026-08-12
of3_holo_DNM1L_f70a76a7,DNM1L,af3_holo_iptm,0.766,0.475,,2026-08-15
of3_holo_DNM1L_b88cdbd5,DNM1L,af3_holo_iptm,0.766,0.461,,2026-08-16
of3_holo_KEAP1_5a6d3332,KEAP1,af3_holo_iptm,0.766,0.499,,2026-07-29
of3_holo_DNM1L_e3f40f90,DNM1L,af3_holo_iptm,0.766,0.489,,2026-08-16
of3_holo_DNM1L_abe43b3b,DNM1L,af3_holo_iptm,0.766,0.458,,2026-08-15
of3_holo_KEAP1_5ca2d9ba,KEAP1,af3_holo_iptm,0.766,0.502,,2026-08-02
of3_holo_DNM1L_330199ca,DNM1L,af3_holo_iptm,0.766,0.465,,2026-08-11
of3_holo_DNM1L_558a266b,DNM1L,af3_holo_iptm,0.766,0.444,,2026-08-13
of3_holo_DNM1L_5143ba04,DNM1L,af3_holo_iptm,0.766,0.435,,2026-08-12
of3_holo_DNM1L_9ab3a13f,DNM1L,af3_holo_iptm,0.766,0.446,,2026-08-14
of3_holo_DNM1L_1ff41ec9,DNM1L,af3_holo_iptm,0.766,0.466,,2026-08-11
of3_holo_DNM1L_4a9e1da3,DNM1L,af3_holo_iptm,0.766,0.491,,2026-08-15
of3_holo_DNM1L_4de3ad03,DNM1L,af3_holo_iptm,0.766,0.429,,2026-08-12
of3_holo_DNM1L_5323e1f2,DNM1L,af3_holo_iptm,0.766,0.460,,2026-08-11
of3_holo_DNM1L_e43f3e95,DNM1L,af3_holo_iptm,0.766,0.455,,2026-08-15
