uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor	sma_papers	novelty_bucket	druggability_score	druggability_tier	druggability_note
O94817	0.5682884	0.3747231	0.38012508	0.72740674	0.7091173	0.50806344	0.72740674	0.6177351	ATG12	ENSG00000145782	17.7	14.0	10.8	9.1	Autophagy related 12	Predicted intracellular proteins, Transporters	False	5	some_prior_work	0.1	difficult	bucket=10
Q8TCZ2	0.54738843	0.5558809	0.33524847	0.68325937	0.7702501	0.552192	0.68325937	0.6177257	CD99L2	ENSG00000102181	86.0	108.8	170.4	58.7	CD99 molecule like 2	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96PU4	0.4797222	0.52292454	0.49600512	0.68359095	0.70558006	0.55105793	0.68359095	0.6173245	UHRF2	ENSG00000147854	6.7	6.6	10.1	6.2	Ubiquitin like with PHD and ring finger domains 2	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
O95167	0.57045925	0.44804227	0.4093085	0.6720541	0.8220146	0.56245613	0.6720541	0.6172551	NDUFA3	ENSG00000170906	266.0	350.2	489.9	603.4	NADH:ubiquinone oxidoreductase subunit A3	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
Q96MP8	0.47656524	0.4058271	0.40430248	0.73908186	0.6944447	0.49528486	0.73908186	0.6171833	KCTD7	ENSG00000243335	34.1	16.0	5.4	10.6	Potassium channel tetramerization domain containing 7	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q9Y6R0	0.39223653	0.5881637	0.34664428	0.72020614	0.7291565	0.51405025	0.72020614	0.6171282	NUMBL	ENSG00000105245	9.2	41.2	10.8	25.0	NUMB like endocytic adaptor protein	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9Y4C1	0.45911306	0.71592015	0.40919375	0.6774274	0.639622	0.5559622	0.6774274	0.6166948	KDM3A	ENSG00000115548	11.9	15.5	20.5	20.6	Lysine demethylase 3A	Enzymes, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=5
Q15424	0.4153007	0.64276433	0.43985686	0.6836885	0.6993897	0.5493279	0.6836885	0.61650825	SAFB	ENSG00000160633	48.2	42.3	81.4	43.3	Scaffold attachment factor B	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P34910	0.46886587	0.6153296	0.38847202	0.6873528	0.709814	0.5456204	0.6873528	0.61648655	EVI2B	ENSG00000185862	16.3	7.0	1.9	6.3	Ecotropic viral integration site 2B	CD markers, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9P2F8	0.42454112	0.56796175	0.43133113	0.69527256	0.7252033	0.53725934	0.69527256	0.61626595	SIPA1L2	ENSG00000116991	6.4	12.8	6.1	26.4	Signal induced proliferation associated 1 like 2	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
O15258	0.4901264	0.46597564	0.37085736	0.693187	0.8296493	0.53915215	0.693187	0.6161696	RER1	ENSG00000157916	58.7	45.7	99.7	70.4	Retention in endoplasmic reticulum sorting receptor 1	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
P55160	0.5626352	0.43923008	0.49377784	0.6924154	0.6588733	0.5386291	0.6924154	0.61552227	NCKAP1L	ENSG00000123338	5.8	3.8	1.1	2.4	NCK associated protein 1 like	Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P57740	0.5875111	0.4203217	0.4878457	0.6890278	0.669936	0.5414036	0.6890278	0.61521566	NUP107	ENSG00000111581	6.3	6.1	10.9	10.6	Nucleoporin 107	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q8NEZ4	0.40394747	0.6307284	0.42518413	0.6930222	0.6890132	0.5372183	0.6930222	0.61512023	KMT2C	ENSG00000055609	6.1	8.9	19.9	7.9	Lysine methyltransferase 2C	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
P05305	0.49535954	0.5515461	0.3679181	0.68089783	0.7754123	0.547559	0.68089783	0.6142284	EDN1	ENSG00000078401	9.2	9.2	7.3	7.2	Endothelin 1	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q99501	0.36701238	0.50767726	0.29051033	0.7493608	0.74885035	0.4785126	0.7493608	0.61393666	GAS2L1	ENSG00000185340	33.2	55.4	6.1	32.5	Growth arrest specific 2 like 1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P34741	0.5458152	0.5359633	0.4287796	0.6621387	0.74992216	0.5651201	0.6621387	0.6136294	SDC2	ENSG00000169439	13.8	44.0	18.7	68.3	Syndecan 2	CD markers, Predicted membrane proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q96RU2	0.4842965	0.5421225	0.51705575	0.67014325	0.6843854	0.556965	0.67014325	0.6135541	USP28	ENSG00000048028	5.1	7.0	53.2	45.1	Ubiquitin specific peptidase 28	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9BZ95	0.4083553	0.6854685	0.472373	0.6649846	0.6818813	0.5620195	0.6649846	0.613502	NSD3	ENSG00000147548	14.4	25.9	13.3	12.8	Nuclear receptor binding SET domain protein 3	Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q92628	0.42478633	0.64038765	0.40707433	0.67774665	0.72402453	0.5490682	0.67774665	0.61340743	KIAA0232	ENSG00000170871	16.7	21.4	30.4	31.1	KIAA0232	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8WV48	0.43426323	0.6003936	0.34921154	0.6975918	0.73193276	0.5289503	0.6975918	0.613271	CCDC107	ENSG00000159884	32.5	30.5	61.9	85.9	Coiled-coil domain containing 107	Essential proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q6UB35	0.56519735	0.39915097	0.46479833	0.67948824	0.7559428	0.5462724	0.67948824	0.61288035	MTHFD1L	ENSG00000120254	9.0	8.4	1.3	10.9	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9ULJ8	0.4178623	0.6687304	0.53094876	0.6578829	0.6526475	0.5675472	0.6578829	0.61271507	PPP1R9A	ENSG00000158528	6.0	11.3	4.4	4.8	Protein phosphatase 1 regulatory subunit 9A	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P78332	0.4232766	0.60551256	0.40272796	0.6925577	0.69859225	0.5325273	0.6925577	0.6125425	RBM6	ENSG00000004534	43.8	44.8	48.2	76.3	RNA binding motif protein 6	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q13029	0.39152932	0.6882184	0.40136582	0.6890998	0.66238904	0.5358756	0.6890998	0.6124877	PRDM2	ENSG00000116731	19.1	42.2	40.8	18.6	PR/SET domain 2	Enzymes, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
O00237	0.5122695	0.5160403	0.41472477	0.6756314	0.7531314	0.5490415	0.6756314	0.61233646	RNF103	ENSG00000239305	27.9	20.0	20.2	35.3	Ring finger protein 103	Enzymes, Metabolic proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
A0A1B0GUW7	0.4804648	0.46937782	0.39998126	0.6774732	0.8386585	0.5471206	0.6774732	0.6122969	SMIM27	ENSG00000235453	5.2	13.2	30.2	17.5	Small integral membrane protein 27	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q6XUX3	0.48859268	0.45504665	0.4928699	0.69386137	0.68580204	0.53057784	0.69386137	0.6122196	DSTYK	ENSG00000133059	9.5	10.7	9.1	4.5	Dual serine/threonine and tyrosine protein kinase	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=5
Q9H7Z6	0.51689535	0.3557407	0.4747895	0.71302515	0.69553196	0.5107394	0.71302515	0.61188227	KAT8	ENSG00000103510	30.8	37.5	49.5	40.7	Lysine acetyltransferase 8	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors	False	1	some_prior_work	1.0	druggable	bucket=4
P10589	0.45273125	0.43814892	0.42780498	0.73179436	0.647537	0.49155554	0.73179436	0.61167496	NR2F1	ENSG00000175745	13.0	49.8	0.4	15.1	Nuclear receptor subfamily 2 group F member 1	Disease related genes, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors	False	1	some_prior_work	0.6	discovery_opportunity	bucket=8
O95104	0.42429858	0.61156416	0.41123003	0.69102323	0.68138933	0.5321205	0.69102323	0.6115719	SCAF4	ENSG00000156304	8.1	9.0	16.9	10.6	SR-related CTD associated factor 4	Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q96S66	0.5259589	0.55708224	0.3601914	0.67890155	0.7328759	0.5440271	0.67890155	0.6114643	CLCC1	ENSG00000121940	6.9	13.7	23.5	16.8	Chloride channel CLIC like 1	Disease related genes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
O43676	0.6153054	0.45075697	0.4350411	0.65069765	0.7871028	0.5720516	0.65069765	0.6113746	NDUFB3	ENSG00000119013	126.6	165.9	659.2	491.1	NADH:ubiquinone oxidoreductase subunit B3	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted membrane proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
Q9NQ50	0.53586644	0.5005706	0.45573127	0.6801174	0.6773795	0.54238695	0.6801174	0.6112522	MRPL40	ENSG00000185608	57.7	51.0	165.1	99.9	Mitochondrial ribosomal protein L40	Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False	0	truly_novel	1.0	druggable	bucket=4
O14523	0.4062538	0.5501769	0.35601434	0.7152021	0.7163247	0.50719243	0.7152021	0.61119723	C2CD2L	ENSG00000172375	11.3	36.8	14.4	9.5	C2CD2 like	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q56VL3	0.5218108	0.48990697	0.35857844	0.686159	0.77451974	0.536204	0.686159	0.6111815	OCIAD2	ENSG00000145247	7.2	24.3	4.1	14.5	OCIA domain containing 2	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q99439	0.5112048	0.364273	0.48227555	0.69942963	0.7337531	0.5228766	0.69942963	0.6111531	CNN2	ENSG00000064666	8.8	4.5	7.7	57.8	Calponin 2	Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.6	discovery_opportunity	bucket=7
O95467	0.44669968	0.50718015	0.32675758	0.70696235	0.7728069	0.5133611	0.70696235	0.6101617	GNAS	ENSG00000087460	1200.1	2064.1	2238.0	1819.8	GNAS complex locus	Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	4	some_prior_work	0.1	difficult	bucket=10
Q8NHG8	0.40322208	0.49339268	0.29619333	0.720436	0.80559695	0.49960127	0.720436	0.6100186	ZNRF2	ENSG00000180233	5.2	5.1	5.9	4.8	Zinc and ring finger 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P19878	0.5530398	0.41991317	0.57359767	0.6734266	0.6380215	0.54614305	0.6734266	0.60978484	NCF2	ENSG00000116701	7.1	2.7	2.3	4.4	Neutrophil cytosolic factor 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q96MU7	0.43102843	0.579742	0.40484697	0.6844331	0.72379947	0.53485423	0.6844331	0.6096437	YTHDC1	ENSG00000083896	43.7	28.4	44.8	32.2	YTH domain containing 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	2	some_prior_work	1.0	druggable	bucket=4
Q9Y6J0	0.51287484	0.60540396	0.5130681	0.65474975	0.6259551	0.56432545	0.65474975	0.6095376	CABIN1	ENSG00000099991	17.6	40.5	16.5	29.4	Calcineurin binding protein 1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9BVI0	0.3937058	0.7041511	0.40766746	0.68058836	0.6477421	0.5383166	0.68058836	0.6094525	PHF20	ENSG00000025293	10.0	12.5	30.6	10.8	PHD finger protein 20	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P61326	0.5095474	0.47320884	0.43194485	0.67041504	0.77901214	0.5484283	0.67041504	0.6094217	MAGOH	ENSG00000162385	30.6	32.6	48.0	42.4	Mago homolog, exon junction complex subunit	Essential proteins, Predicted intracellular proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
Q14185	0.59594697	0.26526532	0.5527938	0.6970594	0.6685875	0.52064836	0.6970594	0.6088539	DOCK1	ENSG00000150760	29.1	18.4	4.8	13.3	Dedicator of cytokinesis 1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.6	discovery_opportunity	bucket=6
Q14980	0.53752095	0.44297683	0.71230006	0.6390702	0.6177926	0.5776476	0.6390702	0.6083589	NUMA1	ENSG00000137497	39.4	49.8	80.2	44.6	Nuclear mitotic apparatus protein 1	Cancer-related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96PE5	0.43728217	0.4928731	0.33151692	0.6981226	0.8125319	0.51855105	0.6981226	0.6083368	OPALIN	ENSG00000197430	65.0	51.0	0.0	0.0	Oligodendrocytic myelin paranodal and inner loop protein	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q14151	0.3843134	0.6426547	0.4381599	0.6829555	0.6686052	0.5334333	0.6829555	0.6081944	SAFB2	ENSG00000130254	31.1	40.7	42.1	31.6	Scaffold attachment factor B2	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q6UWE0	0.55251354	0.42501444	0.6368192	0.65381926	0.6358796	0.5625567	0.65381926	0.608188	LRSAM1	ENSG00000148356	6.8	14.8	10.9	15.9	Leucine rich repeat and sterile alpha motif containing 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q99871	0.48721248	0.5835357	0.46597695	0.67160594	0.6414254	0.5445376	0.67160594	0.6080718	HAUS7	ENSG00000213397	16.9	41.3	12.5	23.9	HAUS augmin like complex subunit 7	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P61247	0.5633359	0.37135136	0.44232738	0.68228686	0.7578247	0.5337098	0.68228686	0.6079984	RPS3A	ENSG00000145425	1385.5	1002.4	2081.4	1482.9	Ribosomal protein S3A	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
O43865	0.5420246	0.31908536	0.48297653	0.6939738	0.7424087	0.5216238	0.6939738	0.6077988	AHCYL1	ENSG00000168710	140.3	195.5	88.0	35.8	Adenosylhomocysteinase like 1	Predicted intracellular proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
O15111	0.5204611	0.38327098	0.58705395	0.6795885	0.65320253	0.53599715	0.6795885	0.60779285	CHUK	ENSG00000213341	8.3	8.2	13.4	6.4	Component of inhibitor of nuclear factor kappa B kinase complex	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins	False	2	some_prior_work	1.0	druggable	bucket=4
Q96JI7	0.49929583	0.59874254	0.4868918	0.65272236	0.6664741	0.5628511	0.65272236	0.6077867	SPG11	ENSG00000104133	10.0	7.1	12.0	13.9	SPG11 vesicle trafficking associated, spatacsin	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q14314	0.57286817	0.42390993	0.42983264	0.67845756	0.718227	0.53620946	0.67845756	0.60733354	FGL2	ENSG00000127951	9.1	5.8	8.2	20.2	Fibrinogen like 2	Plasma proteins, Predicted secreted proteins	False	2	some_prior_work	0.1	difficult	bucket=10
O95168	0.5736032	0.39143527	0.46348006	0.66710854	0.76169443	0.54755324	0.66710854	0.6073309	NDUFB4	ENSG00000065518	180.8	196.1	887.5	606.9	NADH:ubiquinone oxidoreductase subunit B4	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
O60331	0.45536295	0.3928662	0.3454314	0.7177894	0.7863283	0.4949972	0.7177894	0.60639334	PIP5K1C	ENSG00000186111	12.3	74.2	15.3	29.5	Phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=5
Q8TC05	0.46396768	0.6655798	0.39833376	0.6626067	0.67085516	0.5496841	0.6626067	0.6061454	MDM1	ENSG00000111554	5.6	5.7	3.0	4.3	Mdm1 nuclear protein	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
O76090	0.49355692	0.39644694	0.37824652	0.7152988	0.7188516	0.4967755	0.7152988	0.60603714	BEST1	ENSG00000167995	31.3	9.1	1.5	5.4	Bestrophin 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	2	some_prior_work	1.0	druggable	bucket=4
Q96RF0	0.43051988	0.44179365	0.4054476	0.7061466	0.74536794	0.50578225	0.7061466	0.6059644	SNX18	ENSG00000178996	15.9	9.8	6.7	6.9	Sorting nexin 18	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9BT67	0.5110564	0.450083	0.3821068	0.6866479	0.75756705	0.52520335	0.6866479	0.6059256	NDFIP1	ENSG00000131507	54.1	151.3	42.9	51.6	Nedd4 family interacting protein 1	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9H0V1	0.52683914	0.4890797	0.44407278	0.6604581	0.7449788	0.5512426	0.6604581	0.60585034	TMEM168	ENSG00000146802	10.1	5.7	8.8	13.2	Transmembrane protein 168	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
P67870	0.53873396	0.32030934	0.41970187	0.72435474	0.66620946	0.48623866	0.72435474	0.60529673	CSNK2B	ENSG00000204435	142.0	132.1	227.7	173.5	Casein kinase 2 beta	Cancer-related genes, Disease related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9H4A3	0.4114102	0.53177786	0.41464093	0.6851809	0.7434971	0.5253315	0.6851809	0.6052562	WNK1	ENSG00000060237	164.5	54.4	74.7	59.7	WNK lysine deficient protein kinase 1	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	2	some_prior_work	1.0	druggable	bucket=4
Q96T58	0.43557623	0.5446931	0.46623653	0.66835713	0.7220794	0.5421463	0.66835713	0.6052517	SPEN	ENSG00000065526	9.1	10.3	19.0	10.1	Spen family transcriptional repressor	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	2	some_prior_work	0.1	difficult	bucket=10
P0DMQ5	0.43870544	0.48123592	0.26871282	0.7125788	0.80287576	0.4978825	0.7125788	0.6052306	INAFM2	ENSG00000259330	11.4	13.6	12.9	27.3	InaF motif containing 2	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q99442	0.5543283	0.55346626	0.43982586	0.6455616	0.7057737	0.56334853	0.6455616	0.60445505	SEC62	ENSG00000008952	107.6	92.6	51.8	45.9	SEC62 homolog, preprotein translocation factor	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
O43896	0.37224346	0.40333793	0.47752422	0.71782744	0.71020716	0.49082822	0.71782744	0.6043278	KIF1C	ENSG00000129250	255.0	78.1	525.9	165.4	Kinesin family member 1C	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P35212	0.4678849	0.36308873	0.31341732	0.74204123	0.71878135	0.46579307	0.74204123	0.6039171	GJA4	ENSG00000187513	6.7	7.7	33.0	81.8	Gap junction protein alpha 4	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q9NQC3	0.46273142	0.5964259	0.4286249	0.6560554	0.719242	0.551756	0.6560554	0.6039057	RTN4	ENSG00000115310	490.1	520.1	933.0	158.1	Reticulon 4	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	3	some_prior_work	0.1	difficult	bucket=10
P0DI80	0.47060642	0.46342313	0.37904632	0.673854	0.8218767	0.53373814	0.673854	0.60379606	SMIM6	ENSG00000259120	12.0	1.4	0.1	0.0	Small integral membrane protein 6	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
O14924	0.35780373	0.6324496	0.40940738	0.68107736	0.70599496	0.5264139	0.68107736	0.60374564	RGS12	ENSG00000159788	8.2	26.8	11.7	6.5	Regulator of G protein signaling 12	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.6	discovery_opportunity	bucket=8
Q9NV66	0.5435211	0.3754091	0.44189322	0.67763853	0.7584653	0.5298222	0.67763853	0.6037303	TYW1	ENSG00000198874	6.7	5.9	14.9	7.4	TRNA-yW synthesizing protein 1 homolog	Enzymes, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8IYT8	0.3197738	0.6397719	0.43528736	0.69461894	0.6549871	0.51245505	0.69461894	0.60353696	ULK2	ENSG00000083290	29.1	14.5	14.3	7.8	Unc-51 like autophagy activating kinase 2	Enzymes, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
P54259	0.36119074	0.6412909	0.36590198	0.696893	0.67152786	0.5099779	0.696893	0.6034354	ATN1	ENSG00000111676	66.4	141.5	76.2	87.3	Atrophin 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q9Y287	0.62296516	0.4656965	0.43596557	0.65402424	0.6867367	0.55284095	0.65402424	0.6034326	ITM2B	ENSG00000136156	449.5	321.2	154.4	304.8	Integral membrane protein 2B	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
O95409	0.39355397	0.53384995	0.38130307	0.7105596	0.6764242	0.49628282	0.7105596	0.6034212	ZIC2	ENSG00000043355	5.4	9.5	0.0	0.0	Zic family member 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q15181	0.5740066	0.4101685	0.4424284	0.6788404	0.6848061	0.5278524	0.6788404	0.6033464	PPA1	ENSG00000180817	227.6	142.4	127.8	94.3	Inorganic pyrophosphatase 1	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q6UX71	0.56741595	0.40531918	0.36702177	0.6864353	0.7411094	0.5202166	0.6864353	0.60332596	PLXDC2	ENSG00000120594	6.4	7.4	4.7	10.5	Plexin domain containing 2	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96I45	0.5565425	0.40955347	0.42105308	0.66210335	0.78887296	0.5440055	0.66210335	0.6030544	TMEM141	ENSG00000244187	44.8	32.8	30.9	57.4	Transmembrane protein 141	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q02543	0.45631123	0.45855716	0.3897475	0.6813207	0.79252255	0.5242846	0.6813207	0.60280263	RPL18A	ENSG00000105640	922.3	713.3	2624.7	1206.4	Ribosomal protein L18a	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
Q969P6	0.5415536	0.3408225	0.43289465	0.69009465	0.7465992	0.51546746	0.69009465	0.60278106	TOP1MT	ENSG00000184428	6.0	7.2	6.9	7.4	DNA topoisomerase I mitochondrial	Enzymes, FDA approved drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
O43164	0.42137754	0.56478983	0.35597342	0.69071877	0.71486205	0.5142507	0.69071877	0.6024847	PJA2	ENSG00000198961	71.3	144.4	36.7	61.6	Praja ring finger ubiquitin ligase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NR48	0.41005242	0.66463625	0.4038037	0.6628587	0.6890688	0.54189026	0.6628587	0.6023745	ASH1L	ENSG00000116539	17.5	26.4	33.7	18.5	ASH1 like histone lysine methyltransferase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
O75448	0.5300193	0.4981678	0.47687662	0.6738513	0.6166502	0.53042847	0.6738513	0.6021399	MED24	ENSG00000008838	19.9	34.5	79.5	32.9	Mediator complex subunit 24	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
P58549	0.47787973	0.46974877	0.32314467	0.6905139	0.7791592	0.5124831	0.6905139	0.6014985	FXYD7	ENSG00000221946	44.2	322.5	2.6	0.7	FXYD domain containing ion transport regulator 7	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q969H8	0.5039674	0.44420594	0.3266766	0.685303	0.79576313	0.5176532	0.685303	0.6014781	MYDGF	ENSG00000074842	45.2	40.0	24.9	66.7	Myeloid derived growth factor	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False	2	some_prior_work	0.1	difficult	bucket=10
Q8ND25	0.39833415	0.50833994	0.30093792	0.7052469	0.7832134	0.49770635	0.7052469	0.60147667	ZNRF1	ENSG00000186187	18.7	29.0	76.1	19.8	Zinc and ring finger 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
